#fields:  name;RG;dataNascimento
Selma Ross;585836023;1945-12-12
Neva Hampton;157778878;1929-08-18
Chang Spence;130566748;1967-06-19
Hammond Sweeney;169836039;2009-04-11
Palmer Lindsay;564385523;1921-12-10
Hogan Lane;73256820;1961-06-27
Christian Fischer;606333400;1990-03-15
Roxanne Franks;535748771;1942-09-10
Pierce Warren;420829106;1969-02-08
Alyce Ferguson;867376459;1984-08-07
Cherie Scott;753284256;2013-12-29
Bass Mcleod;301220787;2010-05-11
Georgia Wallace;961417127;1979-12-22
Roberson Lott;651060072;1943-09-10
Cobb Medina;210547435;1930-12-11
Black Short;949450584;1953-04-01
Earnestine Taylor;194136831;1990-05-05
Shanna Malone;723206054;1929-01-26
Maryellen Mckay;393219207;1996-03-10
Garner Holloway;114889104;1917-03-07
Lucille Whitehead;640176552;1917-02-08
Cole Hurley;132691276;1940-02-07
Fay Blair;70853941;1963-01-20
Catalina Lowe;13334195;1937-12-18
Brooke Perkins;905874257;1922-01-23
Patrice Brennan;291549239;1959-06-08
Johns Sweet;838373298;1949-05-04
Stewart David;500947638;1959-02-20
Sheri Young;551398114;1925-06-09
Ollie Jones;962273909;2008-05-19
Reilly Santana;497932296;1994-06-19
Elsa Caldwell;398121183;1964-05-21
Jeanette Copeland;903265914;1998-10-13
Janine Golden;841993043;1992-10-13
Emilia Finley;908521659;1964-11-23
Terri Daugherty;760420424;1931-05-08
Acevedo Boyd;250085806;1962-07-19
House Nichols;363317935;1993-03-18
Stein Gutierrez;180247619;2008-09-11
Glass Evans;777708145;1991-12-31
George Maldonado;869997110;1966-05-26
Jeri Boyer;190607517;1963-06-09
Bridges Conner;58509813;1920-07-09
Santiago Castaneda;933988935;1986-10-25
Kent Pate;604403938;1964-03-13
Osborne Hensley;208785049;1955-07-26
Morin Hunter;102496594;1935-01-29
Hansen Bolton;11926895;1993-05-19
Virgie Dorsey;115527232;1998-08-08
Harper Chavez;597714919;1990-03-02
Martin Howe;674534889;1925-06-13
Lenora Sims;412566525;1978-02-22
Lauri Sawyer;675852818;1996-03-09
Consuelo Ortega;851284165;1926-09-11
Kelley Campos;939466941;2006-03-28
Wooten Bradley;154533682;1917-04-26
Randolph Huber;213323561;1998-08-20
Gay Huffman;327140256;2011-11-11
Gross Rowland;939382434;1942-12-06
Aguilar Gregory;727309524;2015-10-25
Lloyd Wolfe;447312790;2003-04-02
Collier Rosales;115511867;1964-02-04
Wall Rush;417506735;1925-06-08
Margret Leach;818255126;1996-07-07
Schroeder Tyson;306024204;1943-12-15
Graves Watson;687682866;1932-04-09
Pate Craft;374439714;2013-04-03
Cooper Webb;678517173;1973-11-23
Berta Mcgee;337990601;1951-12-21
Helga Williamson;915702856;1993-05-04
Curry Newman;383849548;1950-08-03
Minnie Mueller;664767957;2004-02-27
Maryanne Cameron;626188636;2007-09-02
Hess Garner;663399234;1922-03-12
Estelle Zamora;440156737;1994-10-30
Corina Orr;195923029;1952-01-25
Chasity Dickerson;686951532;1974-12-17
Haney Faulkner;229304980;1957-06-22
Hayes Barnes;593691561;1939-05-09
Farley Stanton;50540018;1936-06-13
Jewell Rogers;49744728;1924-10-30
Romero Bean;459736660;1945-04-15
Leola Mcpherson;815675980;1993-08-14
Isabelle Boone;590129942;1981-09-29
Eddie Leblanc;639170723;1946-05-20
Mann Baird;367143842;2010-11-29
Trudy Martin;448366800;1917-10-03
Maribel Noel;108709841;1965-12-12
Tara Cherry;732890486;1931-12-25
Miriam Carson;563407597;1927-10-26
Camille Cook;223402086;1942-10-24
Tanya Douglas;98191069;1921-12-18
Wilkinson Hickman;115487590;1969-03-16
Maude Maxwell;779991942;2013-11-29
Lyons Rosa;185816366;1988-08-27
Hahn Graves;792832240;1965-11-16
Stephanie Moses;152859436;1963-07-13
Kimberly White;153544558;1992-11-24
Corinne Abbott;920132334;1958-09-02
Olive Hudson;865989317;2009-10-20
Perkins Bryant;802496737;1938-08-09
Bailey Rosario;848107002;1937-09-30
Simmons Shepherd;270198126;1953-01-20
Verna Reeves;658167059;1943-06-27
Harmon Ferrell;93407927;1990-04-06
Rasmussen Sosa;950325588;2002-08-20
Patsy Head;235819311;1985-01-04
Bates Rodriquez;785717313;1922-10-09
Tracie Prince;349458982;1915-01-30
Georgina Mcmillan;376554253;1980-12-28
Lela Lucas;975532577;1953-10-24
Horne Villarreal;406638574;2011-12-21
Benjamin Kane;402933248;1955-07-04
Tia Walls;850309803;2005-08-06
Mariana Herman;762086683;1997-12-05
Alisha Hendricks;822410513;2007-06-03
Schmidt Bradshaw;193566055;1927-05-01
Vazquez Solomon;759377819;1931-05-19
Vaughn Mooney;410531196;1932-10-10
Jordan Bowman;478642922;1973-04-23
Janette Albert;569980994;1916-01-16
Kline Franco;924173265;1972-06-05
Margo Carey;85069149;1941-05-10
Carla Delaney;748135784;1949-08-20
Michele Fuentes;712942737;1976-06-23
Brianna Gibson;31535980;1965-08-09
Tessa Barnett;475003304;1970-04-17
Freida Smith;214530709;1926-01-19
Callie Welch;429950190;2007-09-13
Letitia Elliott;631784517;1961-05-20
Mendez Jimenez;159597687;2006-11-19
Vincent Mckinney;425887538;2009-01-10
Alma Ward;630819788;1924-12-11
Hancock Winters;262364652;1940-11-07
Isabella Booker;506087658;1956-04-13
Belinda Park;362042470;1995-12-13
Flynn Joyce;561254992;1982-01-26
Alba Berg;333010254;1957-03-25
Gracie Chambers;717201421;1972-11-05
Christie Martinez;49494036;1941-01-18
Debora Gray;854361506;1990-11-28
Adriana Robertson;21784825;1927-04-09
Janie Sears;597204584;2003-09-08
Patrick Cruz;961823835;1945-04-18
Watkins Jackson;180851459;2009-12-22
Carpenter Norman;440490348;1968-06-02
Guerra Lang;314846715;1988-01-02
Raymond Norris;990886076;1969-10-24
Marcie Gomez;189281216;1962-02-22
Cervantes Wooten;866718057;1997-02-17
Mollie Hawkins;844075022;2002-10-23
Karin Griffin;884598298;1948-06-01
Crosby Holden;592887757;1916-03-01
Lora Conway;802072548;1980-05-09
Silva Knowles;897985100;1945-05-20
Acosta Meyer;161330441;1998-05-28
Burris Arnold;603228561;1926-01-04
Clara Kaufman;79225049;1944-03-13
Marissa Patrick;11802452;1980-07-21
Janis Hunt;546424564;1998-05-07
Jeanie Hansen;507286890;2009-01-17
Montgomery Morris;152846375;1995-04-12
Allen Houston;8530791;1983-07-14
Marilyn Barton;25680598;1951-06-30
Young Sandoval;984182173;1971-02-14
Elvia Morrison;102932417;1935-12-10
Walsh Roth;365063913;1916-02-29
Selena Cunningham;583715832;1991-08-08
Tasha Walsh;776320060;2011-10-19
Nell Forbes;723566319;2009-09-22
Carney Cochran;990639006;1918-11-07
Cruz Grant;692146416;1917-10-03
Janell Molina;564730978;1986-10-25
Pugh Mcfarland;413162241;1987-10-05
York Peters;668305874;1918-01-28
Blanche Foley;512948602;1930-07-07
Virginia Santos;368679544;1916-10-06
Hannah Ruiz;355903890;2008-03-11
Hickman Melton;839606253;1994-06-01
Roman Yates;713936289;1999-12-06
Mcleod Figueroa;452778152;2002-12-25
Emerson Byrd;768229217;1919-12-09
Walter Schultz;588091530;1970-06-06
Cathryn Eaton;650438094;2011-10-31
Jenny Heath;629409531;1927-09-06
Helen Vasquez;697218739;1975-11-12
Hazel Justice;538063451;1989-07-09
Beulah Booth;508772839;2008-03-07
Estes Gill;953651150;1918-02-06
Polly Wade;66220496;1964-09-11
Perry Owens;3595257;2001-11-21
Myrtle Rose;823407710;1990-05-28
Barrett Mcdaniel;144903669;1919-08-20
Genevieve Wilson;333388252;1958-05-23
Chase Osborn;23283270;1936-01-12
Berry Johnston;553335404;1967-10-15
Pittman Snow;613651267;1918-09-19
Newton Bailey;266422669;1988-04-28
Tommie Tran;966690440;1941-01-09
Gordon Robbins;646830036;1966-02-18
Marian Goff;759227731;1985-10-22
Savannah Robles;932685901;1918-06-09
Eunice Montoya;143272529;1941-06-02
Hudson Valenzuela;751131266;2007-05-03
Dolores English;166726562;1982-08-06
Levine Mason;99411304;1976-06-24
Marquez Murray;314926888;1953-12-25
Harriett Dotson;393966383;2008-07-30
Ada Weiss;564876014;1918-12-12
Bonner Skinner;755947819;1973-12-03
Lynnette Nash;229570969;1985-01-31
Benson Macias;626348035;1940-05-13
Fitzgerald Rowe;824201685;1920-08-25
Burch Saunders;517467171;2000-10-05
Pollard Hughes;167143587;1971-10-20
Martina Benson;738982545;2007-12-13
Rios Dennis;910320435;1956-01-09
Melva Wise;108117709;2008-03-13
Hartman Phelps;152527235;1972-05-04
Schultz Talley;246089511;1992-05-08
Effie Mcneil;588947904;1919-04-05
Lane Glover;113234685;1935-03-01
Tran Morin;819113238;1968-10-18
Hendrix Waller;899267962;1951-06-01
Sutton Horn;748960205;1975-11-23
Penny Chapman;581909841;1996-07-25
Mathis Woodard;983673522;1950-09-30
Peck Snyder;24447524;1998-12-02
Rosanne Ashley;520427441;1949-12-09
Hinton Farley;959186897;1925-01-10
Edith Stephenson;770464686;1947-06-16
Blackburn Atkins;951335654;1937-09-12
Reid Roberts;874531422;1934-01-11
Annette Atkinson;182179840;1988-09-13
Leonard Oneill;638469451;2013-10-03
Powers Witt;809911813;1995-06-18
Charity Whitfield;146695313;1982-05-12
Patti Mccall;597312171;2003-11-20
Jenkins Good;880778838;1926-11-13
Lucy Mckee;352430309;1977-01-13
Cynthia Mccullough;861884656;1989-10-19
Ray Banks;661043420;1926-12-25
Bird Marks;111136922;1948-03-31
Mable Suarez;910470537;1979-08-19
Dixie Hutchinson;445892331;1924-07-20
Celia Gross;125887351;2012-09-15
Kenya Luna;908004799;1953-04-10
Weaver Stanley;940221679;1952-08-22
Aida Briggs;764489316;1920-12-04
Gardner Delgado;669432645;2012-03-30
Dora Greene;184756465;1922-11-12
Beasley Koch;952203588;1994-12-10
Margarita Calderon;89413102;1960-09-06
Shana Deleon;614852014;1988-11-08
Sparks Barr;917791990;1974-03-06
Christa William;946011032;1942-08-15
Bryant Farrell;881273514;1976-04-27
Karyn Haney;549429550;1923-09-25
Oneil Michael;730446544;1995-06-22
Rhoda Diaz;733221299;1987-08-26
Jamie Huff;870782217;1957-01-25
Mcintosh Ramos;307149063;2002-05-01
Harrell Lopez;314184291;1948-12-02
Lessie Fisher;786327512;2012-10-20
Lydia Fitzgerald;151057773;1977-06-08
Barnett Bentley;867967266;1984-04-12
Salazar West;967696644;1989-11-15
Malone Bauer;467850521;1927-01-07
Araceli Cooper;516922641;1973-10-04
Terry Stevens;316246211;1961-01-03
Cain Guzman;484172449;1986-07-21
Orr Alvarez;672242191;1932-08-01
June Stout;978491206;1983-10-15
Stout Hess;28538061;1995-06-24
Whitehead Richard;307175530;2000-09-19
Petra Rice;77220775;1995-06-22
Naomi Joseph;298949581;1995-06-03
Merle Best;795503160;1931-11-09
Johnston Allen;308650847;1922-01-14
Imogene Weber;307576780;1999-12-04
Curtis Harding;562049067;1990-12-01
Kathryn Shepard;544998580;1998-04-17
Juarez Wood;646585525;1988-07-28
Rosemarie Christian;426252523;1971-11-18
Sabrina Bowers;142473538;1956-12-27
Rodriguez Snider;786299734;1930-05-24
Rachel Moody;26574612;1994-10-04
Hewitt Hendrix;203634606;1934-05-19
Rosella Tucker;13899841;2001-12-29
Alice Velez;831211713;1949-07-29
Nina Rutledge;246583946;1989-09-29
Mccormick Potter;662900129;1993-11-21
Bowen Goodman;159646321;1949-09-25
Freeman Oliver;210689115;1978-07-30
Felicia Dudley;206363212;1964-09-10
Blanca Kent;390331211;2011-04-09
Christi Duke;848500810;1915-10-22
Jordan Reed;579515311;1987-12-08
Alana Bray;545042921;1959-09-07
Peggy Finch;56951810;1949-05-17
Nikki Hopper;791233119;2012-07-12
Christensen Dejesus;725391779;1940-03-13
Eva Jarvis;817646703;2000-11-28
Angelia Fleming;548651572;1927-08-28
Jana Hernandez;641430331;2015-05-19
Pope Sullivan;79657303;1950-02-19
Wade Dixon;545968589;2015-03-21
Pearson Hardy;992738723;1936-01-25
Mullins Hale;992644891;1950-11-13
Lara Clark;404994419;1984-08-11
Tabitha Terry;649300601;1918-05-01
Terrie Hardin;842211843;1927-09-06
Hunter Yang;909215994;1930-08-15
Millie Mcintosh;64087158;1963-05-05
Ayers Thompson;641050711;1942-07-06
Matilda Decker;25955878;2001-04-24
Mercado Andrews;144114117;1955-04-23
Osborn Middleton;458268903;1922-04-15
Velma Mendoza;567765598;1945-07-24
Edwina Carroll;976752308;1931-01-19
Casey Lancaster;534766460;1947-06-01
Ofelia Lester;920143682;2014-12-11
Jackie Lynch;993863897;2001-09-12
Durham Moon;137046807;1930-05-24
Gabrielle Sykes;620447711;1981-04-04
Weber Gonzalez;456576293;1933-07-31
Griffin Serrano;367898037;1954-02-09
Norris Weeks;263239563;1926-07-05
Mcclain Obrien;281666383;1954-08-06
Ann Howard;359528777;1970-12-28
Castillo Hahn;853991460;1920-08-08
Holcomb Wiley;609654788;1978-06-23
Higgins Le;210440828;1927-05-06
Lidia Burnett;777970322;1972-05-19
Mcknight Carter;205847507;1977-05-18
Regina Lowery;710704719;1956-02-01
Mayer Ingram;216842401;1951-11-21
Browning Larsen;878107052;1919-04-27
Zimmerman Byers;421193190;1981-10-10
Turner Drake;165092554;1922-09-30
Erin Richardson;803684818;1941-04-05
Munoz Dominguez;239065622;2011-08-17
Tammi Hooper;863507352;2012-12-20
Reyna Bennett;433795243;1965-01-02
Deanne Page;94159101;1992-02-29
Juliet Kelly;611721193;1928-12-17
Karen Fernandez;133787717;1930-09-19
Reeves Flynn;263033085;2012-12-17
Cleo Warner;48353308;2004-08-28
Marjorie Haynes;122785242;1981-09-24
Mary Sexton;342134452;1962-03-19
Hodge Hayden;888267795;1918-09-09
Horton Ayers;9153508;1987-11-21
Rogers Dale;408162983;1962-08-23
Reed Christensen;500471107;1963-12-30
Hardin Rodriguez;725473744;1931-04-10
Logan Randall;892599766;1999-01-15
Livingston Cox;75552555;1999-08-01
Owen Clemons;522984110;1978-08-12
Alberta Steele;728099306;2006-02-13
Roth Carney;883766534;1938-04-28
Crane Randolph;221289718;1995-10-03
Sophia Palmer;847642260;1980-10-08
Lelia Duran;78876156;1997-09-30
Johnnie Massey;216450100;1961-03-26
Bartlett Jacobs;579942115;1992-03-06
Sandoval Jordan;904856431;2003-07-16
Wright Nixon;297143607;1964-01-31
Noreen Kidd;592180287;1944-03-01
Mayra Sutton;157925763;2015-07-18
Natalia Sherman;601156597;1989-06-09
Aline Washington;267033974;1973-01-20
Fuller Pratt;961124033;1958-05-30
Beard Walton;974254510;1970-10-12
Kidd Levine;651900060;1925-03-10
Finley Montgomery;42711103;1923-07-09
Elena Preston;777319495;2009-05-01
Melanie Cole;770639396;2004-06-28
Mcintyre Trujillo;974878965;1928-08-29
Melissa Burris;646071221;1947-10-28
Sargent Lyons;467768937;1949-05-17
Alisa Holland;229530059;2008-12-28
Sheena Cortez;452869456;1999-10-14
Ballard Rasmussen;373898691;1939-04-19
Hilda Craig;680825832;1958-06-24
Williams Avery;437534492;1935-12-27
Hope Mercado;191256748;1921-04-27
Carey Vaughan;402423271;1935-10-29
Daniels Cobb;931639329;1922-10-13
Rivas Parker;948565972;2016-04-01
Lina Perez;939881758;1984-02-23
Hilary Mitchell;743347431;1946-07-02
Briana Johnson;531563745;1925-07-18
Francesca Tyler;912247102;1936-12-14
Lila Wong;593984589;1980-01-07
Brady Matthews;801302835;1977-04-25
Dolly Bernard;180406054;1919-07-20
Donaldson Walter;311552192;1929-07-21
Elliott Paul;660969370;2010-07-03
Jayne Sparks;977955054;1987-10-12
Rachelle Shaw;309766300;1970-01-20
Charlotte Haley;396386514;1987-05-02
Desiree Mosley;290281394;1929-07-14
Cantu Marsh;921803488;1951-07-31
Terrell Mcbride;187728512;1977-01-16
Jerry Blankenship;913390378;1959-04-02
Lancaster Crawford;848174507;1982-01-19
Sawyer Kim;138720925;1974-02-05
Latonya Wells;941179661;1934-08-01
Webster Alford;708310966;1969-04-03
Lourdes Brown;175351194;1931-10-25
Judy French;772642826;1943-03-01
Dollie Cleveland;25673568;1956-08-27
Estella Key;732011123;1942-05-07
Rosalind Stevenson;487181365;1963-03-22
Mccarty Strong;432550699;1987-11-25
Patricia Garrison;234414867;1973-04-11
Anna Dunlap;404977570;1992-09-14
Small Waters;475648487;1999-06-05
Cleveland Gonzales;947397903;2006-06-07
Shepherd Flowers;173414706;1950-07-06
Mcpherson Larson;669454128;1919-10-12
Katina Hays;423332525;2013-10-27
Avis Hoffman;962497814;1935-05-09
Meghan Velasquez;110165328;1979-02-23
Glenn Harrington;930456535;1937-04-17
Wilcox Valentine;174019483;1946-03-20
Sharron Wall;220734887;1919-10-15
Adela Reid;376495191;1963-04-10
Mai Jenkins;398126305;1928-01-14
Mcdowell Roberson;509725347;1966-08-11
Louella Graham;332369622;2012-04-23
Elizabeth Ray;945398907;2010-09-22
Nola Coleman;146349214;2010-02-24
Jarvis Wilcox;936840286;1933-01-06
Joni Guerrero;732185675;1951-02-25
Moss Wilder;484588556;1919-02-14
Angelique Vinson;466302463;1957-02-09
Gena Lewis;37334553;1976-11-27
Andrews Ellis;387675103;1930-01-25
Deborah Hanson;80882833;1996-05-17
Brown Green;817400259;1993-11-26
Norton Riddle;423322850;1968-12-25
Chandra Blackwell;671873611;1935-04-30
Miranda Long;953340256;1955-08-06
Colleen Wagner;883583605;1938-05-05
Pam Benton;943557089;1964-04-29
Addie Collier;626541525;1934-12-02
Sosa Nielsen;796850403;1956-03-23
Cassandra Sloan;912043184;1946-08-10
Evans Burke;83010330;1994-06-29
Abby Cardenas;604840583;1962-12-26
Catherine Rojas;945123939;1978-08-30
Michael James;648477520;1954-10-17
Alvarez Rodgers;553225411;1939-08-31
Levy Simpson;47877671;1998-03-02
Elinor Russell;334267792;1981-12-02
Julia Mcknight;786669780;1977-01-05
Ferrell Cooke;828532209;1969-05-23
Isabel Poole;849878122;1931-05-06
Gretchen Shannon;208595968;2010-02-05
Love Miller;931316740;1980-10-06
Molina Noble;831985139;1995-03-12
Hood Cervantes;467710743;1957-06-30
Castro Osborne;744009680;1948-07-01
Mabel Cross;609462728;1983-11-13
Gladys Phillips;196541114;1921-11-04
Clark Austin;558814455;1990-07-28
Barrera Bass;173381853;1947-03-20
Allie Barker;883978362;2001-04-01
Denise Landry;418383339;1976-12-03
Lesa Gamble;587474380;1973-04-19
Trisha Hatfield;647702284;1970-07-06
Nelda Barlow;606081409;1969-07-04
Danielle Moreno;862001607;1938-06-17
Gwendolyn Buckley;397460232;1996-08-14
Decker Fulton;945478030;2012-11-04
Barbra Bond;282720929;1969-11-05
Mullen Watkins;911863475;1996-07-17
Blanchard Nunez;329875023;1980-02-18
Sharlene Whitley;199442427;2007-04-11
Lilly Morgan;968941091;1943-05-19
Aisha Garza;644852688;2000-04-24
Latasha Dillon;985265016;1953-12-10
Barbara Dodson;133402694;1958-09-19
Morris Hood;474102998;2000-04-08
Shawna Murphy;179113010;1928-06-12
Clarke Hodge;228814169;1977-07-30
Lolita Daniels;818051038;1983-09-28
Robles Goodwin;520474536;1975-01-25
Larson Anthony;358314670;1999-12-03
Tabatha Henry;493987027;2014-05-25
Geneva Mccoy;684379389;1970-11-07
Baker Ramsey;340798326;1996-10-23
Franco Brady;658060014;2011-05-26
Shirley Mclaughlin;897693649;1992-07-25
Katy Frost;497970008;1996-04-20
Valentine Hammond;466416961;1969-04-21
Britt Strickland;137561859;1995-09-14
Cathy Branch;52528359;1940-02-19
Compton Foreman;180686641;1973-03-01
Aimee Gould;244372471;1979-08-14
Callahan Lindsey;924664478;1940-12-02
Howe Spencer;854481416;1988-01-16
Claire Carlson;747760743;1995-08-10
Nieves Contreras;836403082;1975-10-03
Butler Burt;110331757;1975-10-09
Yvonne Bush;869938147;1988-09-23
Miranda Holmes;256557489;1923-07-15
Villarreal Avila;168135721;1955-09-09
Ladonna Herring;900889;1938-10-26
Lucas Freeman;226365131;1916-11-26
Whitney Battle;479613018;1983-10-25
Barton Nelson;445216961;1947-11-20
Ayala Torres;533492317;1947-01-10
Leonor Crane;224635892;1938-11-10
Sara Williams;90862484;1975-06-11
Elba Bender;519837057;1933-04-27
West Padilla;158577753;1920-04-10
Sanders Anderson;117470900;1943-01-01
Hooper Charles;394322886;1966-07-08
Ines Kirby;464484005;1915-07-25
Frost Powers;767037938;1975-10-17
Francisca Chen;713557454;1986-10-14
Robertson Hester;143459587;2011-03-27
Marcella Kirkland;312214184;1994-02-10
Greene Pacheco;219890434;1991-10-30
Natasha York;665174481;1964-12-05
Sadie Knox;680648105;1937-05-17
Bonnie Richmond;951045141;1941-05-04
Cummings Maddox;704435501;1932-10-05
Jo Blackburn;432975823;1978-10-09
Ava Silva;578144719;2002-02-02
Willa Mann;681464294;1957-01-09
Angela Lynn;588053295;1970-01-14
Pearlie Petty;60982353;1932-08-13
Martha Cote;82799676;1996-04-25
Tamara Nguyen;915502923;1964-06-11
Caitlin Swanson;532891705;1935-06-08
Jimenez Hewitt;971199307;1950-03-27
Gallegos Fuller;52386471;1941-04-24
Wiley Mayer;966150641;1915-08-03
Valdez Sargent;515807084;1989-10-09
Wilkins Oconnor;60009922;1940-07-16
Fuentes Pierce;642078147;1917-06-14
Stuart Patel;771479561;1965-07-25
Mckenzie Cooley;943362262;1975-03-05
Elisa Payne;385199184;2006-04-25
Ernestine Wiggins;803878726;1945-05-22
Dominique Blake;803309337;1917-01-17
Leticia Clarke;350248140;1942-07-19
Giles Mcguire;766734380;1916-11-08
Nadine Pitts;681713295;1938-03-28
Swanson Glenn;259576561;1999-07-26
Alyssa Puckett;163574614;1975-02-26
Benton Santiago;545869378;1932-08-06
Shelia Calhoun;229394434;1927-08-04
Carson Gallegos;960971733;2013-12-07
Burgess Conley;754874850;1965-09-27
Dickson Roach;714749247;1968-01-18
Anthony Becker;828615642;2010-05-07
Herring Bates;180875879;1972-05-01
Thomas Thomas;427585134;1930-10-09
Lowe Logan;521270396;1962-09-08
Mcgowan Edwards;370674567;1995-06-09
Randi Davenport;873166963;1918-10-03
Rosalie Monroe;154197996;1976-03-08
Geraldine Mcdonald;518898215;1932-08-31
Foreman Parsons;144398571;1941-12-01
Cherry Mccormick;534272424;1974-07-15
Rice Colon;766841464;2011-11-04
Summers Griffith;885259944;2003-03-07
Diaz Underwood;12135517;2014-11-19
Rowe Stein;87919366;1947-12-04
Nicholson Hopkins;890710815;2013-06-04
Kinney Ball;632815596;1963-02-17
Evangeline Brooks;663279463;1949-11-07
Laurel Romero;893977886;1985-05-12
Taylor Burks;229371769;1923-10-23
Moore Manning;115162386;2008-05-03
Rowena Moran;305428748;1948-03-30
Hunt Davidson;95205984;2004-11-25
Lorraine Harmon;854264924;1942-12-12
Jacobson Brewer;984550610;1929-10-26
Chen Mathis;907118697;1951-01-23
Morton King;118785402;2012-02-23
Ana Sharp;904571453;1989-03-22
Randall Reynolds;470379754;1969-06-22
Dorothea Jacobson;118736068;1965-07-15
Rhodes Callahan;253488578;1959-05-24
Bettie Wilkerson;561948250;1930-04-19
Frye Garcia;518802880;1922-01-30
Lucinda Harrison;173104754;1997-01-23
Magdalena Keith;729735292;1934-07-30
Dina Fox;380908729;1955-12-13
Augusta Guerra;18296138;1933-02-11
Janice Carver;532734463;1961-11-07
Ramos Vincent;771885449;1944-06-27
Kristi Bruce;949410942;1983-04-29
Gill Slater;920546597;1994-09-09
Madeleine Riggs;660444408;1927-09-05
Lakisha Clements;556471427;1967-07-10
Mcgee Hamilton;491520050;1967-11-17
Watson Mcdowell;691878372;1981-02-27
Dillard Bowen;177813553;1961-02-28
Snider Britt;969897381;1929-01-10
Hicks Galloway;364635551;1922-09-27
Wolfe Terrell;56070577;1966-04-09
Bridgette Mcintyre;748666253;1990-02-07
Pennington Kemp;474828267;1948-01-04
Carly Humphrey;487916360;1957-09-05
Rochelle Townsend;550424871;1928-12-08
Crawford Barrett;334779990;1975-12-20
Hampton Combs;275053026;1972-11-24
Marietta Nicholson;504397332;1951-06-30
Lucia Wynn;893311594;2000-03-07
Vega Perry;973196397;1942-03-21
Casey Holder;342238192;1929-10-28
Valarie Roman;997071636;1922-12-10
Lorie Burgess;627565184;1940-01-12
Mitchell Hobbs;993931594;1942-08-02
Garcia Harvey;674088403;1965-07-31
Leann Sanders;302110995;1993-09-05
Grant Gibbs;949808258;1989-11-14
Pena Burch;520114794;1955-10-13
Beth Alston;460399239;1936-11-17
Rosario Collins;394014270;1927-03-09
Leslie Compton;34662731;1940-08-11
Stafford Porter;298635501;1972-02-09
Janelle Rollins;588525210;2002-07-12
Erma Patton;999209800;1947-10-26
Obrien Pollard;522653060;1947-05-29
Maynard Buck;289050894;1977-10-14
Cathleen Blevins;160092841;1991-11-14
Burke Bartlett;450892964;2008-12-06
Caldwell Black;209422741;1994-01-18
Amelia Fitzpatrick;55393438;1967-06-20
Alissa Gilmore;377362980;1946-08-01
Hays Soto;909053235;1987-03-29
Roach Sharpe;245469474;1974-01-21
Aurora Chang;839827139;2004-12-09
Fran Kramer;343891589;1942-02-01
Bell Everett;396137706;2004-09-15
Rhea Morton;472758044;1974-03-07
Bette Vazquez;254228000;2011-01-08
Williamson Miles;942849845;1987-02-26
Frances Day;607009284;1964-03-05
Ellis Stafford;742091830;1935-12-19
Marci Frederick;778108817;2005-03-28
Lindsay Doyle;82546723;1945-10-06
Dena Bishop;741987355;1924-10-06
Irene Castro;287014807;1938-07-30
Riley Schroeder;772073522;2016-03-02
Kendra Miranda;151346837;1984-12-11
Sasha Davis;553607536;1935-11-30
Linda Merritt;406675245;2005-09-23
Tillman Mcmahon;385769119;1967-03-01
Latisha Fields;596895423;1976-05-20
Serrano Shields;511304631;1925-07-28
Sanford Higgins;872310924;1995-11-27
Dixon Vaughn;698504727;1996-11-06
Iva Pittman;26350377;1971-11-13
Carter Small;391308777;2009-01-28
Gates Acosta;582012708;2015-12-20
Ericka Webster;560527804;1974-11-12
Gould Estrada;224977249;1967-10-01
Abigail Summers;727049707;1960-11-28
Megan Acevedo;86988830;2005-06-23
Bryan Sampson;963987512;2005-04-10
Stark Burton;942788115;1948-04-20
Mooney Navarro;410687910;1950-12-01
Fletcher Morales;673887090;1950-03-02
Antonia Holcomb;371471989;1929-04-03
Amalia Crosby;202300370;1919-03-01
Josefa Todd;293833607;1927-07-16
Lorrie Patterson;712435691;1978-10-22
Page Gates;210284600;1927-05-13
Rocha Cannon;276952470;1980-06-10
Leanne Mcconnell;934675610;1953-02-14
Gibbs Powell;968134886;1972-06-04
Leila Ayala;784517938;1977-09-22
Ward Mcgowan;357646579;2014-01-16
Cameron Cash;632822265;1931-09-17
Trujillo Trevino;563572971;1951-11-22
Mia Espinoza;76900433;1958-02-19
Amanda Brock;224087341;2005-07-10
Natalie Joyner;616355000;2010-02-16
Paula Hart;185549626;1942-01-09
Petersen Henson;374922085;2006-10-17
Flowers Guthrie;55055477;1919-06-30
Boyle Lloyd;702112523;1922-12-26
Mueller Marshall;55967645;1944-10-25
Loretta Rivers;348898218;1972-02-21
Underwood Cummings;762892266;1993-04-16
Mcconnell Blanchard;892059826;1955-07-07
Tucker Estes;44601689;2003-11-27
Iris Mckenzie;75200361;1918-07-11
Mara Cain;973877573;2003-05-12
Leon Berry;262951180;1992-05-06
Boyer Quinn;148167749;1941-11-21
Nannie Walker;639673262;1978-01-15
Lynette Donovan;967859302;1922-03-07
Baxter Kerr;95769579;1997-12-16
Carol Kinney;369202528;1922-09-19
Rita Ballard;277063789;2006-12-05
Constance Simmons;573435985;1940-06-26
Fannie Flores;519417974;1922-12-07
Mona Stone;805514309;1951-12-21
Angel Mathews;547115873;1923-01-27
Jill Walters;139407071;1965-05-07
Tonia Moore;966648182;2003-05-15
Lorna Lee;509389908;1916-01-09
Lola Cantu;839629551;1965-09-14
Theresa Levy;317686686;1925-06-29
